number,description,parent_code,level
0504050.12,Herwaarderingen ,,5
0504050.13,Rechtstreekse mutatie als gevolg van stelselwijzigingen ,,5
0504050.14,Rechtstreekse mutatie als gevolg van foutherstel ,,5
0504050.15,Rechtstreekse mutatie als gevolg van omrekeningsverschillen ,,5
0504050.16,Rechtstreekse mutatie als gevolg van bijzondere waardeverminderingen ,,5
0504050.17,Rechtstreekse mutatie als gevolg van terugneming van bijzondere waardeverminderingen ,,5
0504050.18,Rechtstreekse mutatie als gevolg van overnames ,,5
0504050.19,Rechtstreekse mutatie als gevolg van afstotingen ,,5
0504050.20,Rechtstreekse mutatie als gevolg van financiële instrumenten ,,5
0504050.21,Verleende aandelen(optie) regelingen ,,5
0504050.22,Uitgeoefende aandelen(optie)regelingen ,,5
0504050.04,Overige mutaties reserve voor geactiveerde kosten van oprichting en uitgifte van aandelen,,5
0504060.01,Beginbalans (overname eindsaldo vorig jaar) ,,5
0504060.11,Overboekingen ,,5
0504060.12,Herwaarderingen ,,5
0504060.13,Rechtstreekse mutatie als gevolg van stelselwijzigingen ,,5
0504060.14,Rechtstreekse mutatie als gevolg van foutherstel ,,5
0504060.15,Rechtstreekse mutatie als gevolg van omrekeningsverschillen ,,5
0504060.16,Rechtstreekse mutatie als gevolg van bijzondere waardeverminderingen ,,5
0504060.17,Rechtstreekse mutatie als gevolg van terugneming van bijzondere waardeverminderingen ,,5
0504060.18,Rechtstreekse mutatie als gevolg van overnames ,,5
0504060.19,Rechtstreekse mutatie als gevolg van afstotingen ,,5
0504060.20,Rechtstreekse mutatie als gevolg van financiële instrumenten ,,5
0504060.04,Overige mutaties reserve voor geactiveerde kosten van onderzoek en ontwikkeling,,5
0504070.01,Beginbalans (overname eindsaldo vorig jaar) ,,5
0504070.02,Dotatie reserve deelnemingen,,5
0504070.03,Onttrekking reserve deelnemingen,,5
0504070.23,Dividenduitkeringen ,,5
0504070.28,Interim-dividenduitkeringen,,5
0504070.11,Overboekingen ,,5
0504070.12,Herwaarderingen ,,5
0504070.13,Rechtstreekse mutatie als gevolg van stelselwijzigingen ,,5
0504070.14,Rechtstreekse mutatie als gevolg van foutherstel ,,5
0504070.15,Rechtstreekse mutatie als gevolg van omrekeningsverschillen ,,5
0504070.16,Rechtstreekse mutatie als gevolg van bijzondere waardeverminderingen ,,5
0504070.17,Rechtstreekse mutatie als gevolg van terugneming van bijzondere waardeverminderingen ,,5
0504070.18,Rechtstreekse mutatie als gevolg van overnames ,,5
0504070.19,Rechtstreekse mutatie als gevolg van afstotingen ,,5
0504070.20,Rechtstreekse mutatie als gevolg van financiële instrumenten ,,5
0504070.04,Overige mutaties reserve deelnemingen,,5
0504080.01,Beginbalans (overname eindsaldo vorig jaar) ,,5
0504080.02,Dotatie reserve voor omrekeningsverschillen,,5
0504080.03,Onttrekking reserve voor omrekeningsverschillen,,5
0504080.15,Rechtstreekse mutatie als gevolg van omrekeningsverschillen ,,5
0504080.04,Overige mutaties ,,5
0504090.01,Beginbalans (overname eindsaldo vorig jaar) ,,5
0504090.12,Herwaarderingen ,,5
0504090.13,Rechtstreekse mutatie als gevolg van stelselwijzigingen ,,5
0504090.14,Rechtstreekse mutatie als gevolg van foutherstel ,,5
0504090.15,Rechtstreekse mutatie als gevolg van omrekeningsverschillen ,,5
0504090.16,Rechtstreekse mutatie als gevolg van bijzondere waardeverminderingen ,,5
0504090.17,Rechtstreekse mutatie als gevolg van terugneming van bijzondere waardeverminderingen ,,5
0504090.04,Overige mutaties ,,5
0505030.01,Beginbalans (overname eindsaldo vorig jaar) ,,5
0505030.05,Aanzuivering van verliezen ,,5
0505030.06,Dividenduitkeringen ,,5
0505030.28,Interim-dividenduitkeringen,,5
0505030.07,Overboekingen ,,5
0505030.08,Allocatie van het resultaat ,,5
0505030.09,Rechtstreekse mutatie als gevolg van foutherstel ,,5
0505030.04,Overige mutaties statutaire reserve,,5
0507020.01,Beginbalans (overname eindsaldo vorig jaar) ,,5
0507020.02,Toevoegingen aan het bestemmingsfonds ,,5
0507020.03,Onttrekkingen aan het bestemmingsfonds ,,5
0505020.01,Beginbalans (overname eindsaldo vorig jaar) ,,5
0505020.02,Toevoegingen aan de bestemmingsreserve ,,5
0505020.03,Onttrekkingen aan de bestemmingsreserve ,,5
0507110.01,Beginbalans (overname eindsaldo vorig jaar) ,,5
0507110.07,Overboekingen ,,5
0507110.04,Overige mutaties statutaire reserve,,5
0506001.01,Beginbalans (overname eindsaldo vorig jaar) ,,5
0506001.26,Stelselwijziging (correctie beginbalans),,5
0506001.05,Uitgifte van aandelen ,,5
0506001.06,Stortingen door aandeelhouders ,,5
0506001.07,Aanzuivering van verliezen ,,5
0506001.08,Verkoop van eigen aandelen ,,5
0506001.09,Inkoop van eigen aandelen ,,5
0506001.10,Intrekking van aandelen ,,5
0506001.25,Dividenduitkeringen ,,5
0506001.28,Interim-dividenduitkeringen ,,5
0506001.27,Emissiekosten,,5
0506001.11,Overboekingen ,,5
0506001.03,Allocatie van het resultaat ,,5
0506001.12,Herwaarderingen ,,5
0506001.13,Rechtstreekse mutatie als gevolg van stelselwijzigingen ,,5
0506001.14,Rechtstreekse mutatie als gevolg van terugneming van bijzondere waardeverminderingen ,,5
0506001.15,Rechtstreekse mutatie als gevolg van foutherstel ,,5
0506001.16,Rechtstreekse mutatie als gevolg van omrekeningsverschillen ,,5
0506001.17,Rechtstreekse mutatie als gevolg van bijzondere waardeverminderingen ,,5
0506001.18,Rechtstreekse mutatie als gevolg van goodwill ,,5
0506001.19,Rechtstreekse mutatie als gevolg van overnames ,,5
0506001.20,Rechtstreekse mutatie als gevolg van afstotingen ,,5
0506001.21,Rechtstreekse mutatie als gevolg van financiële instrumenten ,,5
0506001.22,Verleende aandelen(optie) regelingen ,,5
0506001.23,Uitgeoefende aandelen(optie)regelingen ,,5
0506001.24,Overige mutaties ,,5
0506005.01,Beginbalans (overname eindsaldo vorig jaar) ,,5
0506005.26,Stelselwijziging (correctie beginbalans),,5
0506005.05,Uitgifte van aandelen ,,5
0506005.06,Stortingen door aandeelhouders ,,5
0506005.07,Aanzuivering van verliezen ,,5
0506005.08,Verkoop van eigen aandelen ,,5
0506005.09,Inkoop van eigen aandelen ,,5
0506005.10,Intrekking van aandelen ,,5
0506005.25,Dividenduitkeringen ,,5
0506005.28,Interim-dividenduitkeringen ,,5
0506005.27,Emissiekosten,,5
0506005.11,Overboekingen ,,5
0506005.03,Allocatie van het resultaat ,,5
0506005.12,Herwaarderingen ,,5
0506005.13,Rechtstreekse mutatie als gevolg van stelselwijzigingen ,,5
0506005.14,Rechtstreekse mutatie als gevolg van terugneming van bijzondere waardeverminderingen ,,5
0506005.15,Rechtstreekse mutatie als gevolg van foutherstel ,,5
0506005.16,Rechtstreekse mutatie als gevolg van omrekeningsverschillen ,,5
0506005.17,Rechtstreekse mutatie als gevolg van bijzondere waardeverminderingen ,,5
0506005.18,Rechtstreekse mutatie als gevolg van goodwill ,,5
0506005.19,Rechtstreekse mutatie als gevolg van overnames ,,5
0506005.20,Rechtstreekse mutatie als gevolg van afstotingen ,,5
0506005.21,Rechtstreekse mutatie als gevolg van financiële instrumenten ,,5
0506005.22,Verleende aandelen(optie) regelingen ,,5
0506005.23,Uitgeoefende aandelen(optie)regelingen ,,5
0506005.24,Overige mutaties ,,5
0506006.01,Beginbalans (overname eindsaldo vorig jaar) ,,5
0506006.02,Toevoegingen aan reserves en fondsen,,5
0506006.03,Onttrekkingen uit reserves en fondsen,,5
0506006.04,Vrijval van reserves en fondsen,,5
0506006.05,Overboekingen van reserves en fondsen,,5
0506006.06,Herwaarderingen ,,5
0506006.07,Rechtstreekse mutatie als gevolg van stelselwijzigingen ,,5
0506006.08,Rechtstreekse mutatie als gevolg van terugneming van bijzondere waardeverminderingen ,,5
0506006.09,Rechtstreekse mutatie als gevolg van foutherstel ,,5
0506006.10,Rechtstreekse mutatie als gevolg van omrekeningsverschillen ,,5
0506006.11,Rechtstreekse mutatie als gevolg van bijzondere waardeverminderingen ,,5
0506006.12,Rechtstreekse mutatie als gevolg van financiële instrumenten ,,5
0506006.13,Overige mutaties ,,5
0506010.01,Beginbalans (overname eindsaldo vorig jaar) ,,5
0506010.26,Stelselwijziging (correctie beginbalans),,5
0506010.02,Dividenduitkeringen ,,5
0506010.28,Interim-dividenduitkeringen,,5
0506010.03,Overboekingen ,,5
0506010.04,Allocatie van het resultaat ,,5
0506010.25,Herwaarderingen ,,5
0506010.05,Rechtstreekse mutatie als gevolg van stelselwijzigingen ,,5
0506010.09,Rechtstreekse mutatie als gevolg van terugneming van bijzondere waardeverminderingen ,,5
0506010.06,Rechtstreekse mutatie als gevolg van foutherstel ,,5
0506010.07,Rechtstreekse mutatie als gevolg van omrekeningsverschillen ,,5
0506010.08,Rechtstreekse mutatie als gevolg van bijzondere waardeverminderingen ,,5
0506010.10,Rechtstreekse mutatie als gevolg van goodwill ,,5
0506010.11,Rechtstreekse mutatie als gevolg van overnames ,,5
0506010.12,Rechtstreekse mutatie als gevolg van afstotingen ,,5
0506010.13,Rechtstreekse mutatie als gevolg van financiële instrumenten ,,5
0506010.14,Overige mutaties ,,5
0506020.01,Beginbalans resultaat van het boekjaar,,5
0506020.02,Dividenduitkeringen ,,5
0506020.28,Interim-dividenduitkeringen,,5
0506020.03,Overboekingen ,,5
0506020.04,Allocatie van het resultaat ,,5
0506020.25,Herwaarderingen ,,5
0506020.05,Rechtstreekse mutatie als gevolg van stelselwijzigingen ,,5
0506020.09,Rechtstreekse mutatie als gevolg van terugneming van bijzondere waardeverminderingen ,,5
0506020.06,Rechtstreekse mutatie als gevolg van foutherstel ,,5
0506020.07,Rechtstreekse mutatie als gevolg van omrekeningsverschillen ,,5
0506020.08,Rechtstreekse mutatie als gevolg van bijzondere waardeverminderingen ,,5
0506020.10,Rechtstreekse mutatie als gevolg van goodwill ,,5
0506020.11,Rechtstreekse mutatie als gevolg van overnames ,,5
0506020.12,Rechtstreekse mutatie als gevolg van afstotingen ,,5
0506020.13,Rechtstreekse mutatie als gevolg van financiële instrumenten ,,5
0506020.14,Overige mutaties ,,5
0506030.01,Beginbalans (overname eindsaldo vorig jaar) ,,5
0506030.02,Dividenduitkeringen ,,5
0506030.28,Interim-dividenduitkeringen,,5
0506030.03,Overboekingen ,,5
0506030.04,Allocatie van het resultaat ,,5
0506030.14,Overige mutaties ,,5
0506040.01,Beginbalans (overname eindsaldo vorig jaar) ,,5
0506040.02,Dividenduitkeringen ,,5
0506040.28,Interim-dividenduitkeringen,,5
0506040.03,Overboekingen ,,5
0506040.04,Allocatie van het resultaat ,,5
0506040.14,Overige mutaties ,,5
0509010.01,Beginbalans (overname eindsaldo vorig jaar) eigen vermogen onderneming natuurlijke personen,,5
0509020.02,Rente geïnvesteerd vermogen eigen vermogen onderneming natuurlijke personen,,5
0509020.03,Arbeidsvergoeding  eigen vermogen onderneming natuurlijke personen,,5
0509020.04,Vergoeding buitenvennootschappelijk vermogen eigen vermogen onderneming natuurlijke personen,,5
0509020.05,Aandeel in de overwinst eigen vermogen onderneming natuurlijke personen,,5
0509020.06,Overige mutaties eigen vermogen onderneming natuurlijke personen,,5
0509030.02,Privé-storting kapitaal  eigen vermogen onderneming natuurlijke personen,,5
0509030.03,Ontvangen schenkingen  eigen vermogen onderneming natuurlijke personen,,5
0509030.04,"Ontvangen loon, uitkeringen of pensioenen  eigen vermogen onderneming natuurlijke personen",,5
0509030.05,Ontvangen toeslagen en toelagen  eigen vermogen onderneming natuurlijke personen,,5
0509030.06,Ontvangen kostenvergoedingen  eigen vermogen onderneming natuurlijke personen,,5
0509030.07,Opname privé-financieringen  eigen vermogen onderneming natuurlijke personen,,5
0509030.08,Opname privé-spaargelden  eigen vermogen onderneming natuurlijke personen,,5
0509030.09,Verkoop privé-bezittingen  eigen vermogen onderneming natuurlijke personen,,5
0509030.10,Privé-betaalde zakelijke lasten  eigen vermogen onderneming natuurlijke personen,,5
0509030.11,Overige privé-stortingen  eigen vermogen onderneming natuurlijke personen,,5
0509040.02,Privé-opname kapitaal eigen vermogen onderneming natuurlijke personen,,5
0509040.03,Privé-gebruik materiële vaste activa eigen vermogen onderneming natuurlijke personen,,5
0509040.04,Privé-verbruik goederen eigen vermogen onderneming natuurlijke personen,,5
0509040.05,Privé-aandeel in zakelijke lasten eigen vermogen onderneming natuurlijke personen,,5
0509040.06,Privé-premies eigen vermogen onderneming natuurlijke personen,,5
0509040.07,Privé-belastingen eigen vermogen onderneming natuurlijke personen,,5
0509040.08,Privé-aflossingen en rente eigen vermogen onderneming natuurlijke personen,,5
0509040.09,Privé-aftrekbare kosten eigen vermogen onderneming natuurlijke personen,,5
0509040.10,Dotatie Fiscale Oudedags Reserve eigen vermogen onderneming natuurlijke personen,,5
0509040.11,Overige privé-opnamen eigen vermogen onderneming natuurlijke personen,,5
0509110.01,Beginbalans (overname eindsaldo vorig jaar) eigen vermogen onderneming natuurlijke personen,,5
0509120.02,Rente geïnvesteerd vermogen  eigen vermogen onderneming natuurlijke personen,,5
0509120.03,Arbeidsvergoeding  eigen vermogen onderneming natuurlijke personen,,5
0509120.04,Vergoeding buitenvennootschappelijk vermogen  eigen vermogen onderneming natuurlijke personen,,5
0509120.05,Aandeel in de overwinst  eigen vermogen onderneming natuurlijke personen,,5
0509120.06,Overige mutaties eigen vermogen onderneming natuurlijke personen,,5
0509130.02,Privé-storting kapitaal  eigen vermogen onderneming natuurlijke personen,,5
0509130.03,Ontvangen schenkingen  eigen vermogen onderneming natuurlijke personen,,5
0509130.04,"Ontvangen loon, uitkeringen of pensioenen  eigen vermogen onderneming natuurlijke personen",,5
0509130.05,Ontvangen toeslagen en toelagen  eigen vermogen onderneming natuurlijke personen,,5
0509130.06,Ontvangen kostenvergoedingen  eigen vermogen onderneming natuurlijke personen,,5
0509130.07,Opname privé-financieringen  eigen vermogen onderneming natuurlijke personen,,5
0509130.08,Opname privé-spaargelden  eigen vermogen onderneming natuurlijke personen,,5
0509130.09,Verkoop privé-bezittingen  eigen vermogen onderneming natuurlijke personen,,5
0509130.10,Privé-betaalde zakelijke lasten  eigen vermogen onderneming natuurlijke personen,,5
0509130.11,Overige privé-stortingen  eigen vermogen onderneming natuurlijke personen,,5
0509140.02,Privé-opname kapitaal  eigen vermogen onderneming natuurlijke personen,,5
0509140.03,Privé-gebruik materiële vaste activa  eigen vermogen onderneming natuurlijke personen,,5
0509140.04,Privé-verbruik goederen  eigen vermogen onderneming natuurlijke personen,,5
0509140.05,Privé-aandeel in zakelijke lasten  eigen vermogen onderneming natuurlijke personen,,5
0509140.06,Privé-premies  eigen vermogen onderneming natuurlijke personen,,5
0509140.07,Privé-belastingen  eigen vermogen onderneming natuurlijke personen,,5
0509140.08,Privé-aflossingen en rente  eigen vermogen onderneming natuurlijke personen,,5
0509140.09,Privé-aftrekbare kosten  eigen vermogen onderneming natuurlijke personen,,5
0509140.10,Dotatie Fiscale Oudedags Reserve  eigen vermogen onderneming natuurlijke personen,,5
0509140.11,Overige privé-opnamen  eigen vermogen onderneming natuurlijke personen,,5
0509210.01,Beginbalans (overname eindsaldo vorig jaar) eigen vermogen onderneming natuurlijke personen,,5
0509220.02,Rente geïnvesteerd vermogen  eigen vermogen onderneming natuurlijke personen,,5
0509220.03,Arbeidsvergoeding  eigen vermogen onderneming natuurlijke personen,,5
0509220.04,Vergoeding buitenvennootschappelijk vermogen  eigen vermogen onderneming natuurlijke personen,,5
0509220.05,Aandeel in de overwinst  eigen vermogen onderneming natuurlijke personen,,5
0509220.06,Overige mutaties eigen vermogen onderneming natuurlijke personen,,5
0509230.02,Privé-storting kapitaal  eigen vermogen onderneming natuurlijke personen,,5
0509230.03,Ontvangen schenkingen  eigen vermogen onderneming natuurlijke personen,,5
0509230.04,"Ontvangen loon, uitkeringen of pensioenen  eigen vermogen onderneming natuurlijke personen",,5
0509230.05,Ontvangen toeslagen en toelagen  eigen vermogen onderneming natuurlijke personen,,5
0509230.06,Ontvangen kostenvergoedingen  eigen vermogen onderneming natuurlijke personen,,5
0509230.07,Opname privé-financieringen  eigen vermogen onderneming natuurlijke personen,,5
0509230.08,Opname privé-spaargelden  eigen vermogen onderneming natuurlijke personen,,5
0509230.09,Verkoop privé-bezittingen  eigen vermogen onderneming natuurlijke personen,,5
0509230.10,Privé-betaalde zakelijke lasten  eigen vermogen onderneming natuurlijke personen,,5
0509230.11,Overige privé-stortingen  eigen vermogen onderneming natuurlijke personen,,5
0509240.02,Privé-opname kapitaal  eigen vermogen onderneming natuurlijke personen,,5
0509240.03,Privé-gebruik materiële vaste activa  eigen vermogen onderneming natuurlijke personen,,5
0509240.04,Privé-verbruik goederen  eigen vermogen onderneming natuurlijke personen,,5
0509240.05,Privé-aandeel in zakelijke lasten  eigen vermogen onderneming natuurlijke personen,,5
0509240.06,Privé-premies  eigen vermogen onderneming natuurlijke personen,,5
0509240.07,Privé-belastingen  eigen vermogen onderneming natuurlijke personen,,5
0509240.08,Privé-aflossingen en rente  eigen vermogen onderneming natuurlijke personen,,5
0509240.09,Privé-aftrekbare kosten  eigen vermogen onderneming natuurlijke personen,,5
0509240.10,Dotatie Fiscale Oudedags Reserve  eigen vermogen onderneming natuurlijke personen,,5
0509240.11,Overige privé-opnamen  eigen vermogen onderneming natuurlijke personen,,5
0509310.01,Beginbalans (overname eindsaldo vorig jaar) eigen vermogen onderneming natuurlijke personen,,5
0509320.02,Rente geïnvesteerd vermogen  eigen vermogen onderneming natuurlijke personen,,5
0509320.03,Arbeidsvergoeding  eigen vermogen onderneming natuurlijke personen,,5
0509320.04,Vergoeding buitenvennootschappelijk vermogen  eigen vermogen onderneming natuurlijke personen,,5
0509320.05,Aandeel in de overwinst  eigen vermogen onderneming natuurlijke personen,,5
0509320.06,Overige mutaties eigen vermogen onderneming natuurlijke personen,,5
0509330.02,Privé-storting kapitaal  eigen vermogen onderneming natuurlijke personen,,5
0509330.03,Ontvangen schenkingen  eigen vermogen onderneming natuurlijke personen,,5
0509330.04,"Ontvangen loon, uitkeringen of pensioenen  eigen vermogen onderneming natuurlijke personen",,5
0509330.05,Ontvangen toeslagen en toelagen  eigen vermogen onderneming natuurlijke personen,,5
0509330.06,Ontvangen kostenvergoedingen  eigen vermogen onderneming natuurlijke personen,,5
0509330.07,Opname privé-financieringen  eigen vermogen onderneming natuurlijke personen,,5
0509330.08,Opname privé-spaargelden  eigen vermogen onderneming natuurlijke personen,,5
0509330.09,Verkoop privé-bezittingen  eigen vermogen onderneming natuurlijke personen,,5
0509330.10,Privé-betaalde zakelijke lasten  eigen vermogen onderneming natuurlijke personen,,5
0509330.11,Overige privé-stortingen  eigen vermogen onderneming natuurlijke personen,,5
0509340.02,Privé-opname kapitaal  eigen vermogen onderneming natuurlijke personen,,5
0510040.02,Dotatie eigen vermogen onderneming natuurlijke personen,,5
0509340.03,Privé-gebruik materiële vaste activa  eigen vermogen onderneming natuurlijke personen,,5
0509340.04,Privé-verbruik goederen  eigen vermogen onderneming natuurlijke personen,,5
0509340.05,Privé-aandeel in zakelijke lasten  eigen vermogen onderneming natuurlijke personen,,5
0509340.06,Privé-premies  eigen vermogen onderneming natuurlijke personen,,5
0509340.07,Privé-belastingen  eigen vermogen onderneming natuurlijke personen,,5
0509340.08,Privé-aflossingen en rente  eigen vermogen onderneming natuurlijke personen,,5
0509340.09,Privé-aftrekbare kosten  eigen vermogen onderneming natuurlijke personen,,5
0509340.10,Dotatie Fiscale Oudedags Reserve  eigen vermogen onderneming natuurlijke personen,,5
0509340.11,Overige privé-opnamen  eigen vermogen onderneming natuurlijke personen,,5
0509410.01,Beginbalans (overname eindsaldo vorig jaar) eigen vermogen onderneming natuurlijke personen,,5
0509420.02,Rente geïnvesteerd vermogen  eigen vermogen onderneming natuurlijke personen,,5
0509420.03,Arbeidsvergoeding  eigen vermogen onderneming natuurlijke personen,,5
0509420.04,Vergoeding buitenvennootschappelijk vermogen  eigen vermogen onderneming natuurlijke personen,,5
0509420.05,Aandeel in de overwinst  eigen vermogen onderneming natuurlijke personen,,5
0509420.06,Overige mutaties eigen vermogen onderneming natuurlijke personen,,5
0509430.02,Privé-storting kapitaal  eigen vermogen onderneming natuurlijke personen,,5
0509430.03,Ontvangen schenkingen  eigen vermogen onderneming natuurlijke personen,,5
0509430.04,"Ontvangen loon, uitkeringen of pensioenen  eigen vermogen onderneming natuurlijke personen",,5
0509430.05,Ontvangen toeslagen en toelagen  eigen vermogen onderneming natuurlijke personen,,5
0509430.06,Ontvangen kostenvergoedingen  eigen vermogen onderneming natuurlijke personen,,5
0509430.07,Opname privé-financieringen  eigen vermogen onderneming natuurlijke personen,,5
0509430.08,Opname privé-spaargelden  eigen vermogen onderneming natuurlijke personen,,5
0509430.09,Verkoop privé-bezittingen  eigen vermogen onderneming natuurlijke personen,,5
0509430.10,Privé-betaalde zakelijke lasten  eigen vermogen onderneming natuurlijke personen,,5
0509430.11,Overige privé-stortingen  eigen vermogen onderneming natuurlijke personen,,5
0509440.02,Privé-opname kapitaal  eigen vermogen onderneming natuurlijke personen,,5
0509440.03,Privé-gebruik materiële vaste activa  eigen vermogen onderneming natuurlijke personen,,5
0509440.04,Privé-verbruik goederen  eigen vermogen onderneming natuurlijke personen,,5
0509440.05,Privé-aandeel in zakelijke lasten  eigen vermogen onderneming natuurlijke personen,,5
0509440.06,Privé-premies  eigen vermogen onderneming natuurlijke personen,,5
0509440.07,Privé-belastingen  eigen vermogen onderneming natuurlijke personen,,5
0509440.08,Privé-aflossingen en rente  eigen vermogen onderneming natuurlijke personen,,5
0509440.09,Privé-aftrekbare kosten  eigen vermogen onderneming natuurlijke personen,,5
0509440.10,Dotatie Fiscale Oudedags Reserve  eigen vermogen onderneming natuurlijke personen,,5
8016100.11,Rioolheffing,,5
0509440.11,Overige privé-opnamen  eigen vermogen onderneming natuurlijke personen,,5
0509080.01,Beginbalans (overname eindsaldo vorig jaar) eigen vermogen onderneming natuurlijke personen,,5
0509080.02,Kapitaalmutaties eigen vermogen onderneming natuurlijke personen,,5
0509080.03,Kapitaalcorrecties eigen vermogen onderneming natuurlijke personen,,5
0509080.04,Overige mutaties eigen vermogen onderneming natuurlijke personen,,5
0510050.01,Beginbalans (overname eindsaldo vorig jaar) eigen vermogen onderneming natuurlijke personen,,5
0510050.02,Dotatie eigen vermogen onderneming natuurlijke personen,,5
0510050.03,Afname ten gunste van het resultaat eigen vermogen onderneming natuurlijke personen,,5
0510050.04,Kosten ten laste van reserve eigen vermogen onderneming natuurlijke personen,,5
0510050.05,Overboekingen eigen vermogen onderneming natuurlijke personen,,5
0510050.06,Valutaomrekeningsverschillen eigen vermogen onderneming natuurlijke personen,,5
0510050.07,Overige mutaties eigen vermogen onderneming natuurlijke personen,,5
0510020.01,Beginbalans (overname eindsaldo vorig jaar) eigen vermogen,,5
0510020.02,Dotatie eigen vermogen,,5
0510020.03,Afname ten gunste van het resultaat eigen vermogen,,5
0510020.07,Kosten ten laste van reserve eigen vermogen,,5
0510020.04,Overboekingen eigen vermogen,,5
0510020.05,Valutaomrekeningsverschillen eigen vermogen,,5
0510020.06,Overige mutaties eigen vermogen,,5
0510010.01,Beginbalans (overname eindsaldo vorig jaar) eigen vermogen onderneming natuurlijke personen,,5
0510010.02,Dotatie eigen vermogen onderneming natuurlijke personen,,5
0510010.08,Afname ten gunste van het resultaat eigen vermogen onderneming natuurlijke personen,,5
0510010.07,Kosten ten laste van reserve eigen vermogen onderneming natuurlijke personen,,5
0510010.03,Overboekingen eigen vermogen onderneming natuurlijke personen,,5
0510010.09,Valutaomrekeningsverschillen eigen vermogen onderneming natuurlijke personen,,5
0510010.04,Overige mutaties eigen vermogen onderneming natuurlijke personen,,5
0510030.01,Beginbalans (overname eindsaldo vorig jaar) eigen vermogen onderneming natuurlijke personen,,5
0510030.02,Dotatie eigen vermogen onderneming natuurlijke personen,,5
0510030.08,Afname ten gunste van het resultaat eigen vermogen onderneming natuurlijke personen,,5
0510030.03,Kosten ten laste van reserve eigen vermogen onderneming natuurlijke personen,,5
0510030.04,Overboekingen eigen vermogen onderneming natuurlijke personen,,5
0510030.05,Valutaomrekeningsverschillen eigen vermogen onderneming natuurlijke personen,,5
0510030.06,Overige mutaties eigen vermogen onderneming natuurlijke personen,,5
0510040.01,Beginbalans (overname eindsaldo vorig jaar) eigen vermogen onderneming natuurlijke personen,,5
0510040.03,Afname ten gunste van het resultaat eigen vermogen onderneming natuurlijke personen,,5
0510040.04,Kosten ten laste van reserve eigen vermogen onderneming natuurlijke personen,,5
0510040.05,Overboekingen eigen vermogen onderneming natuurlijke personen,,5
0510040.06,Valutaomrekeningsverschillen eigen vermogen onderneming natuurlijke personen,,5
0510040.07,Overige mutaties eigen vermogen onderneming natuurlijke personen,,5
0510060.01,Beginbalans (overname eindsaldo vorig jaar) eigen vermogen onderneming natuurlijke personen,,5
0510060.02,Dotatie eigen vermogen onderneming natuurlijke personen,,5
0510060.03,Afname ten gunste van het resultaat eigen vermogen onderneming natuurlijke personen,,5
7203300.06,Communicatiekosten,,5
0510060.04,Kosten ten laste van reserve eigen vermogen onderneming natuurlijke personen,,5
0510060.05,Overboekingen eigen vermogen onderneming natuurlijke personen,,5
0510060.06,Valutaomrekeningsverschillen eigen vermogen onderneming natuurlijke personen,,5
0510060.07,Overige mutaties eigen vermogen onderneming natuurlijke personen,,5
0510070.01,Beginbalans (overname eindsaldo vorig jaar) eigen vermogen onderneming natuurlijke personen,,5
0510070.02,Dotatie eigen vermogen onderneming natuurlijke personen,,5
0510070.03,Afname ten gunste van het resultaat eigen vermogen onderneming natuurlijke personen,,5
0510070.04,Kosten ten laste van reserve eigen vermogen onderneming natuurlijke personen,,5
0510070.05,Overboekingen eigen vermogen onderneming natuurlijke personen,,5
0510070.06,Valutaomrekeningsverschillen eigen vermogen onderneming natuurlijke personen,,5
0510070.07,Overige mutaties eigen vermogen onderneming natuurlijke personen,,5
0510080.01,Beginbalans (overname eindsaldo vorig jaar) eigen vermogen onderneming natuurlijke personen,,5
0510080.02,Dotatie eigen vermogen onderneming natuurlijke personen,,5
0510080.03,Afname ten gunste van het resultaat eigen vermogen onderneming natuurlijke personen,,5
0510080.04,Kosten ten laste van reserve eigen vermogen onderneming natuurlijke personen,,5
0510080.05,Overboekingen eigen vermogen onderneming natuurlijke personen,,5
0510080.06,Valutaomrekeningsverschillen eigen vermogen onderneming natuurlijke personen,,5
0510080.07,Overige mutaties eigen vermogen onderneming natuurlijke personen,,5
0510090.01,Beginbalans (overname eindsaldo vorig jaar) eigen vermogen onderneming natuurlijke personen,,5
0510090.02,Dotatie eigen vermogen onderneming natuurlijke personen,,5
0510090.03,Afname ten gunste van het resultaat eigen vermogen onderneming natuurlijke personen,,5
0510090.04,Kosten ten laste van reserve eigen vermogen onderneming natuurlijke personen,,5
0510090.05,Overboekingen eigen vermogen onderneming natuurlijke personen,,5
0510090.06,Valutaomrekeningsverschillen eigen vermogen onderneming natuurlijke personen,,5
0510090.07,Overige mutaties eigen vermogen onderneming natuurlijke personen,,5
0601010.01,Beginbalans egalisatierekening,,5
0601010.02,Dotatie egalisatierekening,,5
0601010.03,Onttrekking egalisatierekening,,5
0601010.04,Overige mutaties egalisatierekening,,5
0701010.01,Beginbalans (overname eindsaldo vorig jaar) ,,5
0701010.02,Toevoegingen aan voorzieningen ,,5
0701010.03,Gebruik van voorzieningen ,,5
0701010.04,Vrijval van voorziening ,,5
0701010.05,Omrekeningsverschillen over voorzieningen ,,5
0701010.06,Oprenting van voorzieningen ,,5
0701020.01,Beginbalans (overname eindsaldo vorig jaar) ,,5
0701020.02,Toevoegingen aan voorzieningen ,,5
0701020.03,Gebruik van voorzieningen ,,5
0701020.04,Vrijval van voorziening ,,5
