number,description,parent_code,level
8031100.03,Toegerekende organisatiekosten pensioenlasten resultaat verkoop vastgoedportefeuille,,5
8031100.04,Toegerekende organisatiekosten afschrijvingen resultaat verkoop vastgoedportefeuille,,5
8031100.05,Toegerekende organisatiekosten overige bedrijfslasten resultaat verkoop vastgoedportefeuille,,5
8031100.06,Toegerekende organisatiekosten overige personeelslasten,,5
8040100.01,Kosten afboeking gestaakte projecten,,5
8040100.02,Overige projectkosten,,5
8040100.03,Dotatie voorziening nieuwbouw,,5
8040100.04,Vrijval voorziening nieuwbouw,,5
8040100.05,Dotatie voorziening renovatie,,5
8040100.06,Vrijval voorziening renovatie,,5
8040100.07,Dotatie voorziening grondposities,,5
8040100.08,Vrijval voorziening grondposities,,5
8040200.01,Toegerekende organisatiekosten salarissen vastgoed in ontwikkeling tbv verhuur,,5
8040200.02,Toegerekende organisatiekosten sociale lasten vastgoed in ontwikkeling tbv verhuur,,5
7203300.04,Lasten van aankopen en verwervingen,,5
8040200.03,Toegerekende organisatiekosten pensioenlasten vastgoed in ontwikkeling tbv verhuur,,5
8040200.04,Toegerekende organisatiekosten afschrijvingen vastgoed in ontwikkeling tbv verhuur,,5
8040200.05,Toegerekende organisatiekosten overige bedrijfslasten vastgoed in ontwikkeling tbv verhuur,,5
8040200.07,Toegerekende organisatiekosten overige personeelslasten vastgoed in ontwikkeling tbv verhuur,,5
8040200.08,Toegerekende organisatiekosten geactiveerde productie vastgoedinvesteringen,,5
8041100.01,Niet-gerealiseerde waardeveranderingen DAEB,,5
8041100.02,Niet-gerealiseerde waardeveranderingen Niet-DAEB,,5
8050100.01,Antenne opstelling,,5
8050100.02,VVE,,5
8050100.03,Zonnepanelen,,5
8050100.04,Warmtepompen,,5
8050100.05,Vastrecht bronwarmte,,5
8050100.06,Opbrengsten warmtewet,,5
8050100.07,Derving opbrengsten overige activiteiten,,5
8050100.08,Overige opbrengsten,,5
8051100.01,Aan overige activiteiten toegerekende salarissen,,5
8051100.02,Aan overige activiteiten toegerekende sociale lasten,,5
8051100.03,Aan overige activiteiten toegerekende pensioenlasten,,5
8051100.04,Aan overige activiteiten toegerekende afschrijvingen,,5
8051100.05,Aan overige activiteiten toegerekende overige bedrijfslasten,,5
8051100.06,Kosten uitbesteed werk overige activiteiten,,5
8051100.07,Aan overige activiteiten toegerekende overige personeelslasten,,5
8051100.08,Geactiveerde productie voor het eigen bedrijf,,5
8060100.01,Aanpak multiproblematiek en overlast,,5
8060100.02,Kleinschalige leefbaarheidsinitiatieven,,5
8060100.03,Interventies buitenruimte,,5
8060100.04,Kleinschalige wijkpanden,,5
8060100.05,"Wijkbeheer/schoon, heel, veilig",,5
8060100.15,Ontmoeting,,5
8060100.06,Aan leefbaarheid toegerekende salarissen,,5
8060100.07,Aan leefbaarheid toegerekende sociale lasten,,5
8060100.08,Aan leefbaarheid toegerekende pensioenlasten,,5
8060100.09,Aan leefbaarheid toegerekende afschrijvingen,,5
8060100.11,Aan leefbaarheid toegerekende overige bedrijfslasten,,5
8060100.12,Aan leefbaarheid toegerekende overige personeelslasten,,5
8060100.13,Dekking uitgaven leefbaarheid,,5
7200100.01,Kostprijs - inkoopwaarde groep 1 product A,,5
7200100.02,Kostprijs - inkoopwaarde groep 1 product B,,5
7200100.03,Kostprijs - inkoopwaarde groep 1 product C,,5
7200100.04,Kostprijs - inkoopwaarde groep 1 product D,,5
7200100.05,Kostprijs - inkoopwaarde groep 1 product E,,5
7200200.01,Kostprijs - inkoopwaarde groep 2 product A,,5
7200200.02,Kostprijs - inkoopwaarde groep 2 product B,,5
7200200.03,Kostprijs - inkoopwaarde groep 2 product C,,5
7200200.04,Kostprijs - inkoopwaarde groep 2 product D,,5
7200200.05,Kostprijs - inkoopwaarde groep 2 product E,,5
7200300.01,Kostprijs - inkoopwaarde groep 3 product A,,5
7200300.02,Kostprijs - inkoopwaarde groep 3 product B,,5
7200300.03,Kostprijs - inkoopwaarde groep 3 product C,,5
7200300.04,Kostprijs - inkoopwaarde groep 3 product D,,5
7200300.05,Kostprijs - inkoopwaarde groep 3 product E,,5
7200400.01,Kostprijs - inkoopwaarde groep 4 product A,,5
7200400.02,Kostprijs - inkoopwaarde groep 4 product B,,5
7200400.03,Kostprijs - inkoopwaarde groep 4 product C,,5
7200400.04,Kostprijs - inkoopwaarde groep 4 product D,,5
7200400.05,Kostprijs - inkoopwaarde groep 4 product E,,5
7200500.01,Kostprijs - inkoopwaarde groep 5 product A,,5
7200500.02,Kostprijs - inkoopwaarde groep 5 product B,,5
7200500.03,Kostprijs - inkoopwaarde groep 5 product C,,5
7200500.04,Kostprijs - inkoopwaarde groep 5 product D,,5
7200500.05,Kostprijs - inkoopwaarde groep 5 product E,,5
7201010.01,Kostprijs van de omzet niet ingekocht bij leden product A,,5
7201010.02,Kostprijs van de omzet niet ingekocht bij leden product B,,5
7201010.03,Kostprijs van de omzet niet ingekocht bij leden product C,,5
7201010.04,Kostprijs van de omzet niet ingekocht bij leden product D,,5
7201010.05,Kostprijs van de omzet niet ingekocht bij leden product E,,5
7202110,Inkoopwaarde van geleverde producten,,3
7202210,Verstrekte subsidies of giften,,3
7203100.01,Lasten besteed aan doelstellingen - overige,,5
7203100.02,Lasten van subsidies en bijdragen,,5
7203100.03,Afdrachten aan verbonden (internationale) organisaties,,5
7203100.04,Lasten van aankopen en verwervingen,,5
7203100.05,Kosten van uitbesteed werk,,5
7203100.06,Communicatiekosten,,5
7203100.07,Lasten uit hoofde van personeelsbeloningen,,5
7203100.08,Huisvestingskosten,,5
7203100.09,Kantoor- en algemene kosten,,5
7203100.10,Afschrijvingen,,5
7203200.01,Wervingskosten - overige,,5
7203200.02,Lasten van subsidies en bijdragen,,5
7203200.03,Afdrachten aan verbonden (internationale) organisaties,,5
7203200.04,Lasten van aankopen en verwervingen,,5
7203200.05,Kosten van uitbesteed werk,,5
7203200.06,Communicatiekosten,,5
7203200.07,Lasten uit hoofde van personeelsbeloningen,,5
7203200.08,Huisvestingskosten,,5
7203200.09,Kantoor- en algemene kosten,,5
7203200.10,Afschrijvingen,,5
7203300.01,Kosten van beheer en administratie - overige,,5
7203300.02,Lasten van subsidies en bijdragen,,5
7203300.03,Afdrachten aan verbonden (internationale) organisaties,,5
7203300.05,Kosten van uitbesteed werk,,5
7203300.07,Lasten uit hoofde van personeelsbeloningen,,5
7203300.08,Huisvestingskosten,,5
7203300.09,Kantoor- en algemene kosten,,5
7203300.10,Afschrijvingen,,5
7204010,Andere lasten,,3
8215010.01,Deelnemersbijdragen,,5
8215010.02,Abonnementsgelden,,5
8215010.03,Huuropbrengsten,,5
8207020,Ontvangen loonsubsidies subsidiebaten,,3
8207030,Ontvangen afdrachtrestituties subsidiebaten,,3
8207040,Export- en overige restituties en subsidies ingevolge EU-regelingen subsidiebaten,,3
8207050.01,Subsidiebaten van rijksoverheden subsidiebaten,,5
8207050.02,Subsidiebaten van overheden subsidiebaten,,5
8207050.03,Subsidiebaten van overige overheden subsidiebaten,,5
8207050.04,Subsidiebaten van de Europese Unie subsidiebaten,,5
8207050.05,Subsidiebaten van bedrijven subsidiebaten,,5
8207050.06,Subsidiebaten van private organisaties subsidiebaten,,5
8207050.07,Subsidiebaten van overige private organisaties subsidiebaten,,5
8214110,Bijdragen van donateurs,,3
8214210,Bijdragen van leden,,3
8214310,Collecten,,3
8214320,Nalatenschappen,,3
8214330,Contributies,,3
8214340,Donaties en giften,,3
8214350,Eigen loterijen en prijsvragen,,3
8214380,Overige baten uit fondsenwerving,,3
8214410,Baten van bedrijfsleven,,3
8214510,Baten van loterijorganisaties,,3
8214610,Baten van subsidies van overheden,,3
8214710,Baten van verbonden organisaties zonder winststreven,,3
8214720,Baten van verbonden (internationale) organisaties,,3
8214810,Baten van andere organisaties zonder winststreven,,3
8214910,Andere baten,,3
4001010.01,Periodiek betaalde beloning van een bestuurder lonen en salarissen,,5
4001010.02,Beloningen betaalbaar op termijn van een bestuurder lonen en salarissen,,5
4001010.03,Uitkeringen bij beëindiging van het dienstverband van een bestuurder lonen en salarissen,,5
4001010.04,Winstdelingen en bonusbetalingen van een bestuurder lonen en salarissen,,5
4001020.01,Periodiek betaalde beloning van een commissaris lonen en salarissen,,5
4001020.02,Beloningen betaalbaar op termijn van een commissaris lonen en salarissen,,5
4001020.03,Uitkeringen bij beëindiging van het dienstverband van een commissaris lonen en salarissen,,5
4001020.04,Winstdelingen en bonusbetalingen van een commissaris lonen en salarissen,,5
4001020.05,Kosten intern toezicht,,5
4001040.01,Lonen en salarissen,,5
4001040.02,Lonen vervanging,,5
4001040.03,Lonen salariscorrectie,,5
4001070.01,Vakantiebijslag lonen en salarissen,,5
4001070.02,Vakantiebijslag uitbetaling verlofdagen,,5
4001070.03,Vakantiebijslag restant verlofuren,,5
4001090.01,Gratificaties lonen en salarissen,,5
4001160.01,Overige lonen en salarissen lonen en salarissen,,5
4001160.02,Overige lonen en salarissen wachtgeld/piket,,5
4001160.03,Overige lonen en salarissen stagevergoeding,,5
4001160.04,Overige lonen en salarissen kosten RVC niet salaris,,5
4001160.05,Overige lonen en salarissen nb/bt,,5
4002050.01,Overige sociale lasten sociale lasten,,5
4002050.02,Overige sociale lasten loonheffing eindheffing,,5
4002050.03,Overige sociale lasten premiekortingen,,5
4002050.04,Overige sociale lasten restant verlofuren - verlofdagen,,5
4002050.05,Overige sociale lasten restant vakantiegeld,,5
4002050.06,Overige sociale lasten restant vakantiedagen,,5
4002060,Eigen risicodragerschap,,3
4003010.01,Pensioenpremies,,5
4003010.02,Pensioenpremies PP,,5
4003010.03,Pensioenpremies OVP,,5
4003015.01,Aanvullende pensioenlasten,,5
4003015.02,Aanvullende pensioenlasten WIA excedent,,5
4003015.03,Aanvullende pensioenlasten WIA PP,,5
4003080.01,Overige pensioenlasten,,5
4003080.02,Overige pensioenlasten FLOW,,5
4199010.01,Doorberekende afschrijvingen immateriële vaste activa doorberekende afschrijvingen en waardeveranderingen,,5
4199010.02,Doorberekende afschrijvingen materiële vaste activa doorberekende afschrijvingen en waardeveranderingen,,5
4199020.01,Doorberekende waardeveranderingen immateriële vaste activa doorberekende afschrijvingen en waardeveranderingen,,5
4199020.02,Doorberekende waardeveranderingen materiële vaste activa doorberekende afschrijvingen en waardeveranderingen,,5
4199030.01,Doorberekende verkoopresultaten immateriële vaste activa doorberekende afschrijvingen en waardeveranderingen,,5
4199030.02,Doorberekende verkoopresultaten materiële vaste activa doorberekende afschrijvingen en waardeveranderingen,,5
4105505.01,Bijzondere waardeverminderingen van vastgoedbeleggingen in exploitatie,,5
4105505.02,Bijzondere waardeverminderingen van vastgoedbeleggingen in ontwikkeling,,5
4105515.01,Bijzondere waardeverminderingen van vastgoedbeleggingen in exploitatie,,5
4105515.02,Bijzondere waardeverminderingen van vastgoedbeleggingen in ontwikkeling,,5
4105599.01,Doorberekend / Overboeking ivm functionele indeling wijziging in de reële waarde van vastgoedbeleggingen in exploitatie,,5
4105599.02,Doorberekend / Overboeking ivm functionele indeling wijziging in de reële waarde van vastgoedbeleggingen in ontwikkeling,,5
4106015,Bijzondere waardevermindering vorderingen (korte termijn) overige bijzondere waardeverminderingen,,3
4106025,Bijzondere waardevermindering effecten (korte termijn) overige bijzondere waardeverminderingen,,3
4106030,Bijzondere waardevermindering overige vlottende activa overige bijzondere waardeverminderingen,,3
4106045,Liquide middelen,,3
4106210.01,Gerealiseerde waardeveranderingen van beleggingen in groepsmaatschappijen,,5
4106210.02,Gerealiseerde waardeveranderingen van beleggingen in andere deelnemingen,,5
4106210.03,Gerealiseerde waardeveranderingen van beleggingen in terreinen en gebouwen,,5
4106210.04,Gerealiseerde waardeveranderingen van beleggingen in andere beleggingen,,5
4106310.01,Niet-gerealiseerde waardeveranderingen van beleggingen in groepsmaatschappijen,,5
4106310.02,Niet-gerealiseerde waardeveranderingen van beleggingen in andere deelnemingen,,5
4106310.03,Niet-gerealiseerde waardeveranderingen van beleggingen in terreinen en gebouwen,,5
4106310.04,Niet-gerealiseerde waardeveranderingen van beleggingen in andere beleggingen,,5
4004010,"Verteer werknemers (buiten werkplek, extern) overige personeelsgerelateerde kosten",,3
4004020,Maaltijden op de werkplek overige personeelsgerelateerde kosten,,3
4004030,Vaste vergoeding voor consumpties (niet-ambulante werknemer) overige personeelsgerelateerde kosten,,3
4004040,Rentevoordeel personeelslening (niet eigen woning of (elektrische) fiets/elektrische scooter) overige personeelsgerelateerde kosten,,3
4004050,"Huisvesting en inwoning (incl energie,water, bewassing) niet ter vervulling dienstbetrekking overige personeelsgerelateerde kosten",,3
4004060,Vergoeding/verstrekking mobiele telefoon incl. abonnement (indien niet noodzakelijk) overige personeelsgerelateerde kosten,,3
4004070,Vergoeding telefoonabonnementen/internetabonnementen bij werknemer thuis (indien niet noodzakelijk) overige personeelsgerelateerde kosten,,3
4004080,Vergoeding/verstrekking van tablet (indien niet noodzakelijk) overige personeelsgerelateerde kosten,,3
4004090,Vergoeding/verstrekking van laptop (indien niet noodzakelijk) overige personeelsgerelateerde kosten,,3
4004100,Vergoeding/verstrekking van desktop (indien niet noodzakelijk) overige personeelsgerelateerde kosten,,3
4004110,Vergoeding/verstrekking computerprogrammatuur (indien niet noodzakelijk) overige personeelsgerelateerde kosten,,3
4004120,Inrichting werkplek thuis (exclusief arbovoorzieningen) overige personeelsgerelateerde kosten,,3
4004130,"Vergoeding reiskosten voorzover boven € 0,19 per kilometer overige personeelsgerelateerde kosten",,3
4004140,Vergoeding van kosten van persoonlijke beschermingsmiddelen aan werknemer overige personeelsgerelateerde kosten,,3
4004150,Vergoeding van kosten van werkkleding die nagenoeg uitsluitend geschikt is om in te werken overige personeelsgerelateerde kosten,,3
4004160,Vergoeding van kosten van kleding die achterblijft op de werkplek overige personeelsgerelateerde kosten,,3
4004170,Verstrekking/vergoeding van overige kleding overige personeelsgerelateerde kosten,,3
4004180,Eerste huisvestingskosten (tot 18% van het loon) overige personeelsgerelateerde kosten,,3
4004190,Zakelijke verhuiskosten exclusief kosten overbrenging boedel (boven gerichte vrijstelling) overige personeelsgerelateerde kosten,,3
4004200,Personeelsfeesten (buiten de werkplek) overige personeelsgerelateerde kosten,,3
4004210,Kerstpakket aan personeel en postactieven overige personeelsgerelateerde kosten,,3
4004220,Geschenken met in hoofzaak ideële waarde bij feestdagen en jubilea overige personeelsgerelateerde kosten,,3
4004230,Andere geschenken in natura overige personeelsgerelateerde kosten,,3
4004240,Andere geschenken in de vorm van een geldsom overige personeelsgerelateerde kosten,,3
4004250,Fietsvergoeding overige personeelsgerelateerde kosten,,3
4004260,Bedrijfsfitness buiten de werkplek overige personeelsgerelateerde kosten,,3
4004270,Producten uit eigen bedrijf en kortingen voor zover niet vrijgesteld overige personeelsgerelateerde kosten,,3
4004280,Werkgeversbijdrage personeelsvereniging overige personeelsgerelateerde kosten,,3
4004290,Vergoeding werknemersbijdrage personeelsvereniging overige personeelsgerelateerde kosten,,3
4004300,Vergoeding vakbondscontributie overige personeelsgerelateerde kosten,,3
4004310,Personeelsreizen overige personeelsgerelateerde kosten,,3
4004320,"Parkeren bij werk (niet zijnde auto van de zaak) (geen eigen parkeerterrein, parkeervergunning) overige personeelsgerelateerde kosten",,3
4004330,"Parkeer-, veer- en tolgelden (niet zijnde auto van de zaak) overige personeelsgerelateerde kosten",,3
4004340,Persoonlijke verzorging overige personeelsgerelateerde kosten,,3
4004350,Representatievergoeding/relatiegeschenken aan werknemers overige personeelsgerelateerde kosten,,3
4004360,Eigen bijdrage werknemers voor kinderopvang op werkplek (dagopvang) overige personeelsgerelateerde kosten,,3
4004370,Eigen bijdrage werknemers voor kinderopvang op werkplek (bso) overige personeelsgerelateerde kosten,,3
4004380,Kinderopvang buiten de werkplek (factuurwaarde incl. btw of WEV) overige personeelsgerelateerde kosten,,3
4004390,Eigen bijdrage werknemers voor kinderopvang buiten de werkplek overige personeelsgerelateerde kosten,,3
